"","yp_id","category_full_path","name","gender","age_grp","rate"
"8841","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","1","20",7.99
"8842","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","1","30",7.51
"8843","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","1","40",7.26
"8844","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","1","50",5.33
"8845","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","1","60_over",3.63
"8846","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","2","20",7.75
"8847","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","2","30",9.69
"8848","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","2","40",23.49
"8849","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","2","50",17.92
"8850","5455818","의료편의>의료시설>의원>피부과","갸야성모피부과의원 ","2","60_over",9.2
"8851","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","10",0.08
"8852","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","20",6.89
"8853","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","30",10.21
"8854","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","40",8.39
"8855","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","50",4.35
"8856","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","1","60_over",1.19
"8857","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","10",0.87
"8858","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","20",7.13
"8859","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","30",19.16
"8860","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","40",27.71
"8861","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","50",11.16
"8862","5502308","의료편의>의료시설>의원>피부과","노블피부과의원 ","2","60_over",2.85
"8863","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","10",0.8
"8864","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","20",4.5
"8865","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","30",5.87
"8866","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","40",6.31
"8867","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","50",4.62
"8868","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","1","60_over",4.02
"8869","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","10",0.84
"8870","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","20",7.32
"8871","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","30",13.18
"8872","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","40",29.86
"8873","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","50",15.31
"8874","5731684","의료편의>의료시설>의원>피부과","루미나피부과의원 ","2","60_over",7.36
"8875","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","10",0.23
"8876","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","20",7.41
"8877","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","30",8.51
"8878","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","40",2.49
"8879","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","50",1.27
"8880","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","1","60_over",1.04
"8881","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","10",0.46
"8882","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","20",20.6
"8883","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","30",21.7
"8884","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","40",18.63
"8885","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","50",12.67
"8886","6256234","의료편의>의료시설>의원>피부과","톡스앤필의원 노원점","2","60_over",4.98
"8887","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","10",0.7
"8888","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","20",9.81
"8889","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","30",10.98
"8890","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","40",4.44
"8891","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","50",2.57
"8892","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","1","60_over",0.47
"8893","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","10",0.23
"8894","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","20",19.39
"8895","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","30",19.63
"8896","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","40",14.02
"8897","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","50",9.11
"8898","6294554","의료편의>의료시설>의원>피부과","닥터쁘띠의원 홍대점","2","60_over",8.64
"8899","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1",NA,0.08
"8900","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","10",0.62
"8901","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","20",6.46
"8902","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","30",7.78
"8903","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","40",6.3
"8904","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","50",3.81
"8905","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","1","60_over",3.04
"8906","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","10",0.78
"8907","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","20",8.4
"8908","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","30",16.73
"8909","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","40",24.12
"8910","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","50",14.01
"8911","6614591","의료편의>의료시설>의원>피부과","그대고운피부과의원 ","2","60_over",7.86
"8912","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","1","20",4.03
"8913","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","1","30",4.99
"8914","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","1","40",6.12
"8915","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","1","50",5.96
"8916","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","1","60_over",14.33
"8917","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","10",0.32
"8918","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","20",5.8
"8919","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","30",9.5
"8920","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","40",17.39
"8921","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","50",12.4
"8922","797415","의료편의>의료시설>의원>피부과","메리놀피부과의원 ","2","60_over",19.16
"8923","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","10",0.34
"8924","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","20",4.08
"8925","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","30",10.88
"8926","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","40",7.48
"8927","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","50",8.84
"8928","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","1","60_over",11.22
"8929","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","2","20",5.78
"8930","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","2","30",11.22
"8931","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","2","40",16.67
"8932","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","2","50",12.24
"8933","801963","의료편의>의료시설>의원>피부과","하태영피부과의원 ","2","60_over",11.22
"8934","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","10",0.96
"8935","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","20",7.53
"8936","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","30",9.32
"8937","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","40",8
"8938","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","50",10.39
"8939","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","1","60_over",6.81
"8940","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","10",1.19
"8941","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","20",6.45
"8942","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","30",8.48
"8943","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","40",16.85
"8944","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","50",16.73
"8945","801965","의료편의>의료시설>의원>피부과","김정수피부과의원 ","2","60_over",7.29
"8946","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","10",1.4
"8947","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","20",10.64
"8948","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","30",8.68
"8949","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","40",8.68
"8950","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","50",5.88
"8951","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","1","60_over",9.52
"8952","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","10",0.84
"8953","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","20",2.8
"8954","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","30",8.4
"8955","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","40",15.41
"8956","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","50",13.17
"8957","924525","의료편의>의료시설>의원>피부과","서울피부과의원 ","2","60_over",14.57
"8958","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1",NA,0.1
"8959","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","10",0.21
"8960","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","20",4.48
"8961","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","30",9.7
"8962","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","40",6.15
"8963","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","50",3.86
"8964","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","1","60_over",2.92
"8965","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","10",0.42
"8966","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","20",14.29
"8967","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","30",24.19
"8968","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","40",20.23
"8969","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","50",7.92
"8970","1534769","의료편의>의료시설>의원>피부과","유앤영피부과의원 명동점","2","60_over",5.53
"8971","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","10",0.33
"8972","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","20",4.23
"8973","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","30",9.77
"8974","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","40",7.49
"8975","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","50",4.89
"8976","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","1","60_over",3.91
"8977","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","10",0.33
"8978","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","20",9.45
"8979","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","30",16.61
"8980","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","40",19.87
"8981","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","50",12.7
"8982","6131691","의료편의>의료시설>의원>피부과","BLS클리닉 잠실점","2","60_over",10.42
"8983","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","1","20",4.46
"8984","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","1","30",7.01
"8985","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","1","40",2.55
"8986","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","1","50",1.91
"8987","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","1","60_over",1.91
"8988","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","2","20",14.65
"8989","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","2","30",26.75
"8990","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","2","40",19.75
"8991","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","2","50",17.2
"8992","6156747","의료편의>의료시설>의원>피부과","이프피부과의원 일산점","2","60_over",3.82
"8993","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","10",1.01
"8994","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","20",6.84
"8995","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","30",6.33
"8996","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","40",9.11
"8997","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","50",13.92
"8998","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","1","60_over",6.84
"8999","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","10",0.25
"9000","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","20",6.08
"9001","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","30",9.37
"9002","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","40",19.49
"9003","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","50",11.39
"9004","6238071","의료편의>의료시설>의원>피부과","준피부과의원 ","2","60_over",9.37
"9005","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","10",0.89
"9006","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","20",5.36
"9007","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","30",5.8
"9008","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","40",8.93
"9009","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","50",8.48
"9010","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","1","60_over",9.82
"9011","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","10",0.89
"9012","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","20",9.82
"9013","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","30",6.7
"9014","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","40",12.95
"9015","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","50",19.64
"9016","6388120","의료편의>의료시설>의원>피부과","고운채의원 ","2","60_over",10.71
"9017","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","10",0.54
"9018","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","20",9.3
"9019","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","30",11.24
"9020","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","40",3.03
"9021","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","50",1.51
"9022","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","1","60_over",1.3
"9023","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","10",0.32
"9024","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","20",23.68
"9025","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","30",22.7
"9026","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","40",14.05
"9027","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","50",9.19
"9028","6536669","의료편의>의료시설>의원>피부과","미앤미의원 서울대입구점","2","60_over",3.14
"9029","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","10",0.14
"9030","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","20",3.13
"9031","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","30",5.71
"9032","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","40",5.71
"9033","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","50",6.79
"9034","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","1","60_over",11.14
"9035","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","10",0.27
"9036","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","20",5.98
"9037","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","30",11.14
"9038","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","40",21.6
"9039","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","50",15.76
"9040","6544708","의료편의>의료시설>의원>피부과","한국한센복지협회강원도지부부설복지의원 ","2","60_over",12.64
"9041","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","10",0.61
"9042","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","20",3.84
"9043","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","30",3.84
"9044","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","40",3.14
"9045","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","50",5.58
"9046","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","1","60_over",5.93
"9047","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","10",0.61
"9048","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","20",4.8
"9049","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","30",7.5
"9050","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","40",20.51
"9051","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","50",23.82
"9052","798125","의료편의>의료시설>의원>피부과","소담피부과의원 ","2","60_over",19.81
"9053","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","1","10",2.02
"9054","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","1","20",4.04
"9055","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","1","30",7.07
"9056","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","1","50",4.04
"9057","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","1","60_over",4.04
"9058","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","2","20",9.09
"9059","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","2","30",4.04
"9060","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","2","40",9.09
"9061","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","2","50",38.38
"9062","813041","의료편의>의료시설>의원>피부과","이끌림피부과의원 ","2","60_over",18.18
"9063","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","10",0.58
"9064","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","20",4.19
"9065","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","30",4.84
"9066","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","40",6.35
"9067","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","50",6.56
"9068","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","1","60_over",9.06
"9069","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","10",0.31
"9070","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","20",6.28
"9071","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","30",10.92
"9072","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","40",18.88
"9073","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","50",16
"9074","1926853","의료편의>의료시설>의원>피부과","장피부과의원 ","2","60_over",16.03
"9075","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","10",0.37
"9076","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","20",6.83
"9077","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","30",12.73
"9078","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","40",6.27
"9079","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","50",4.06
"9080","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","1","60_over",2.58
"9081","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","10",0.55
"9082","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","20",7.01
"9083","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","30",15.87
"9084","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","40",16.24
"9085","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","50",17.16
"9086","2550759","의료편의>의료시설>의원>피부과","참조은피부과의원 ","2","60_over",10.33
"9087","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","1","20",2.55
"9088","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","1","30",5.1
"9089","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","1","40",8.28
"9090","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","1","50",5.73
"9091","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","1","60_over",2.55
"9092","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","2","20",7.01
"9093","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","2","30",14.01
"9094","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","2","40",16.56
"9095","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","2","50",24.84
"9096","3983537","의료편의>의료시설>의원>피부과","청담예인피부과의원 ","2","60_over",13.38
"9097","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","10",0.65
"9098","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","20",2.6
"9099","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","30",8.44
"9100","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","40",1.95
"9101","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","50",7.14
"9102","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","1","60_over",7.14
"9103","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","2","20",12.34
"9104","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","2","30",21.43
"9105","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","2","40",19.48
"9106","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","2","50",12.34
"9107","4273561","의료편의>의료시설>의원>피부과","서울에스클리닉의원 ","2","60_over",6.49
"9108","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","10",0.22
"9109","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","20",4.72
"9110","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","30",15.51
"9111","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","40",5.39
"9112","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","50",2.92
"9113","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","1","60_over",1.35
"9114","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","10",0.22
"9115","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","20",4.94
"9116","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","30",18.2
"9117","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","40",28.54
"9118","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","50",13.93
"9119","4862013","의료편의>의료시설>의원>피부과","이젠의원 ","2","60_over",4.04
"9120","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","10",0.79
"9121","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","20",7.24
"9122","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","30",10.07
"9123","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","40",2.94
"9124","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","50",1.24
"9125","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","1","60_over",1.36
"9126","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","10",1.36
"9127","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","20",13.69
"9128","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","30",15.61
"9129","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","40",23.42
"9130","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","50",17.31
"9131","5899157","의료편의>의료시설>의원>피부과","노블클래식의원 산본점","2","60_over",4.98
"9132","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","10",0.13
"9133","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","20",3.76
"9134","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","30",4.64
"9135","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","40",5.27
"9136","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","50",3.76
"9137","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","1","60_over",2.89
"9138","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","10",0.63
"9139","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","20",8.41
"9140","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","30",14.43
"9141","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","40",25.47
"9142","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","50",20.7
"9143","5937377","의료편의>의료시설>의원>피부과","뷰에르의원 ","2","60_over",9.91
"9144","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1",NA,0.03
"9145","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","10",0.25
"9146","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","20",3.37
"9147","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","30",4.38
"9148","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","40",2.63
"9149","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","50",1.45
"9150","6107758","의료편의>의료시설>의원>피부과","예쁨주의쁨의원 부산점","1","60_over",1.34
